-;-;-;-;-;-;-;kg N/ha/year;kg N/ha/year;kg N/ha/a;kg N/ha/a;day of year;-;;mm
4.4869814;0.99647063;0.65104973;7.249249;1.3351358;2.5153646;7.743473;40.0;39.49391472232355;98.01243;27.29513;91;0.1798974987402273;3;1350
3.9362407;0.22242658;0.6510368;4.102793;17.234945;6.740635;78.53591;40.0;39.49391472232355;20.231964;76.82199;91;0.1798974987402273;3;1350
1.1342658;0.13791539;0.5655624;2.691223;7.2532964;4.4485927;13.748194;40.0;39.49391472232355;99.94677;10.243012;91;0.1798974987402273;3;1350
2.440261;0.9264345;0.9759034;9.523029;7.5950847;18.845657;47.092922;40.0;39.49391472232355;74.79791;33.623177;91;0.1798974987402273;3;1350
0.41025808;0.17031139;0.45640954;6.430025;4.009501;5.6181774;17.243662;40.0;39.49391472232355;66.639;97.70219;91;0.1798974987402273;3;1350
0.94058955;0.88048714;0.6022428;5.305703;14.167138;10.621537;78.45961;40.0;39.49391472232355;40.580513;69.081955;91;0.1798974987402273;3;1350
3.478635;0.65395206;0.70830184;9.986912;6.3220696;15.1649275;4.679241;40.0;39.49391472232355;88.10228;51.63045;91;0.1798974987402273;3;1350
3.7748582;0.5810929;0.7524343;3.3837974;4.358119;4.011707;70.412766;40.0;39.49391472232355;91.90555;75.85867;91;0.1798974987402273;3;1350
4.8440466;0.7538253;0.8762737;7.3543415;10.5644245;9.312264;40.74951;40.0;39.49391472232355;74.96956;49.173065;91;0.1798974987402273;3;1350
1.7639617;0.72873896;0.37667644;3.0277255;15.257902;13.412347;27.24007;40.0;39.49391472232355;73.88997;19.601967;91;0.1798974987402273;3;1350
1.9782066;0.11942093;0.8898781;4.961202;6.1223736;17.75712;96.08565;40.0;39.49391472232355;54.38392;54.781246;91;0.1798974987402273;3;1350
2.453868;0.9994714;0.28101656;4.413039;14.718741;13.42796;29.914116;40.0;39.49391472232355;17.005138;95.986176;91;0.1798974987402273;3;1350
1.1094625;0.94247085;0.25189957;7.788871;9.777527;2.521593;21.958643;40.0;39.49391472232355;99.91261;34.53416;91;0.1798974987402273;3;1350
0.82362324;0.89762604;0.8968712;5.2071943;8.671681;7.109668;43.71498;40.0;39.49391472232355;11.399984;14.75874;91;0.1798974987402273;3;1350
2.4833837;0.62606627;0.4600756;4.117089;7.8308964;7.6677117;30.922245;40.0;39.49391472232355;54.585766;76.721176;91;0.1798974987402273;3;1350
1.2891649;0.5275634;0.8371107;3.6274145;3.7660384;8.377195;73.05308;40.0;39.49391472232355;43.042088;50.89643;91;0.1798974987402273;3;1350
3.4151073;0.5409158;0.8192368;8.543164;7.3200417;18.890753;3.9857616;40.0;39.49391472232355;79.85191;40.12344;91;0.1798974987402273;3;1350
2.298329;0.024787575;0.74037594;2.876168;17.70578;1.6783637;69.51377;40.0;39.49391472232355;76.22023;53.878517;91;0.1798974987402273;3;1350
4.1968555;0.5044748;0.36364362;5.133771;2.9411716;6.7412987;42.788902;40.0;39.49391472232355;66.524475;93.69996;91;0.1798974987402273;3;1350
3.5612724;0.6275319;0.5397294;4.811023;19.2077;10.356663;78.609634;40.0;39.49391472232355;16.726469;32.522434;91;0.1798974987402273;3;1350
1.6993599;0.66211915;0.84748816;5.241519;3.042434;2.6415246;34.055813;40.0;39.49391472232355;31.31645;28.0468;91;0.1798974987402273;3;1350
4.194847;0.33881807;0.27851653;7.0058384;7.878601;10.187222;2.7952893;40.0;39.49391472232355;18.474258;58.052032;91;0.1798974987402273;3;1350
4.062869;0.47656953;0.60478324;8.980634;12.519817;3.0354495;76.56449;40.0;39.49391472232355;98.10787;51.69775;91;0.1798974987402273;3;1350
2.0598962;0.6399475;0.32291308;2.4189546;16.918987;16.917862;14.121302;40.0;39.49391472232355;21.50046;23.481785;91;0.1798974987402273;3;1350
1.583975;0.43402246;0.28178376;7.449549;3.7280736;6.1316032;48.29984;40.0;39.49391472232355;97.04735;62.25916;91;0.1798974987402273;3;1350
3.4759784;0.96251386;0.5531714;2.286183;3.6809423;10.937213;83.46656;40.0;39.49391472232355;20.144096;61.704136;91;0.1798974987402273;3;1350
0.87081194;0.7083877;0.44762534;1.0599166;12.939184;12.748039;92.57451;40.0;39.49391472232355;87.60073;64.48878;91;0.1798974987402273;3;1350
1.1595594;0.011261009;0.85663223;1.0713283;6.5621862;6.808787;25.354849;40.0;39.49391472232355;61.716717;47.219994;91;0.1798974987402273;3;1350
0.2353389;0.033046685;0.590371;9.064601;13.24554;7.674979;83.978386;40.0;39.49391472232355;84.85531;36.104385;91;0.1798974987402273;3;1350
3.977237;0.6933972;0.7928535;8.616966;16.591082;10.699805;77.83472;40.0;39.49391472232355;67.06306;39.54956;91;0.1798974987402273;3;1350
3.3912842;0.41851863;0.7290653;3.9339375;2.4605398;16.303259;92.43303;40.0;39.49391472232355;79.19534;85.09214;91;0.1798974987402273;3;1350
3.5847938;0.84107625;0.96104324;6.8413725;17.04539;9.601146;81.70011;40.0;39.49391472232355;75.77304;66.25871;91;0.1798974987402273;3;1350
3.9474993;0.18128526;0.4080172;2.3497627;1.7141218;10.327023;9.860022;40.0;39.49391472232355;33.41683;45.82213;91;0.1798974987402273;3;1350
2.4027958;0.023688644;0.82463735;7.7867923;18.077698;12.321434;94.49401;40.0;39.49391472232355;94.15434;65.19402;91;0.1798974987402273;3;1350
2.9299576;0.39420152;0.3500988;9.9855385;19.536745;9.079018;3.4458163;40.0;39.49391472232355;67.92815;41.465256;91;0.1798974987402273;3;1350
0.87102556;0.7387035;0.8898262;9.502017;13.681649;14.795488;35.01205;40.0;39.49391472232355;28.18757;87.63831;91;0.1798974987402273;3;1350
0.74974436;0.97201043;0.89881057;6.705391;19.700851;1.0932446;39.534283;40.0;39.49391472232355;37.54378;75.486885;91;0.1798974987402273;3;1350
3.4083343;0.88481736;0.85394394;5.0228634;16.617846;10.177375;49.04122;40.0;39.49391472232355;57.97459;19.085379;91;0.1798974987402273;3;1350
2.4612617;0.48923385;0.45681614;4.2977214;1.8429445;18.537308;24.28769;40.0;39.49391472232355;89.3644;15.055301;91;0.1798974987402273;3;1350
2.9131334;0.8146891;0.31737474;3.4897685;1.072408;12.702171;13.255944;40.0;39.49391472232355;81.70778;13.007566;91;0.1798974987402273;3;1350
3.8719945;0.079627156;0.87459815;1.7703623;1.3951713;10.241595;83.8677;40.0;39.49391472232355;37.184322;12.478009;91;0.1798974987402273;3;1350
3.2466478;0.57654965;0.671663;2.88598;9.586232;15.668472;64.54014;40.0;39.49391472232355;71.96377;54.721897;91;0.1798974987402273;3;1350
2.857181;0.92505544;0.558408;6.0278115;12.84427;8.467014;48.01442;40.0;39.49391472232355;10.149115;26.275764;91;0.1798974987402273;3;1350
2.8841944;0.4024213;0.53009135;3.4463348;10.1479645;9.877666;77.68574;40.0;39.49391472232355;39.937695;70.707954;91;0.1798974987402273;3;1350
1.6589605;0.96049964;0.2810666;7.5296884;13.865477;4.7080345;91.600555;40.0;39.49391472232355;85.56357;53.44861;91;0.1798974987402273;3;1350
0.3479256;0.22847825;0.7175646;7.9100876;9.54245;3.3598788;23.16873;40.0;39.49391472232355;23.608109;18.41292;91;0.1798974987402273;3;1350
2.2962434;0.11457747;0.61664474;5.289743;1.8087122;1.4849317;32.968132;40.0;39.49391472232355;41.805573;10.524865;91;0.1798974987402273;3;1350
1.2300065;0.52951473;0.96902287;9.1499815;5.2971673;14.898669;93.49789;40.0;39.49391472232355;10.093899;13.305227;91;0.1798974987402273;3;1350
2.1609375;0.9081744;0.7400512;8.337515;19.859861;9.895612;54.860294;40.0;39.49391472232355;12.081945;58.00031;91;0.1798974987402273;3;1350
4.2963347;0.31816643;0.9725051;1.6999162;7.571413;18.847712;28.842688;40.0;39.49391472232355;23.141708;62.794388;91;0.1798974987402273;3;1350
1.3229095;0.8021587;0.3118727;8.222433;7.170549;4.359505;16.663982;40.0;39.49391472232355;19.167675;41.771297;91;0.1798974987402273;3;1350
0.47985315;0.1775053;0.74599534;8.468053;3.903049;5.635685;98.88232;40.0;39.49391472232355;54.07564;17.101044;91;0.1798974987402273;3;1350
1.5506427;0.7481147;0.85142756;4.119424;19.755732;13.135793;53.967365;40.0;39.49391472232355;91.0004;94.121994;91;0.1798974987402273;3;1350
1.6092501;0.5614567;0.6889182;5.436908;5.378727;2.0373561;86.363495;40.0;39.49391472232355;17.617754;46.51423;91;0.1798974987402273;3;1350
3.3771992;0.1832668;0.69188154;1.6310242;13.289704;10.564852;63.96367;40.0;39.49391472232355;88.28532;48.637775;91;0.1798974987402273;3;1350
2.8737543;0.7209064;0.3246073;3.3932776;1.7989017;3.348049;44.92274;40.0;39.49391472232355;70.13421;44.33119;91;0.1798974987402273;3;1350
3.9627113;0.71661854;0.45697263;9.563171;2.2629743;4.0665517;85.97151;40.0;39.49391472232355;25.200539;15.352063;91;0.1798974987402273;3;1350
3.388705;0.5202809;0.7060406;9.397428;14.618282;10.7298975;36.294315;40.0;39.49391472232355;36.076286;73.94028;91;0.1798974987402273;3;1350
2.150657;0.23321296;0.57840693;7.1462374;13.068195;11.8123455;77.078735;40.0;39.49391472232355;27.476513;69.83292;91;0.1798974987402273;3;1350
4.107298;0.14097096;0.8904276;1.1647677;13.923085;5.0286603;45.888187;40.0;39.49391472232355;81.03686;24.801805;91;0.1798974987402273;3;1350
1.00147;0.9576825;0.82183176;1.2153369;5.3884377;6.153534;89.8416;40.0;39.49391472232355;75.25903;34.17241;91;0.1798974987402273;3;1350
0.30901796;0.65925443;0.6279506;6.355486;19.71289;6.398044;50.818577;40.0;39.49391472232355;37.396843;59.222786;91;0.1798974987402273;3;1350
0.63222975;0.81114906;0.6895027;3.0722694;11.609128;3.6943867;33.25588;40.0;39.49391472232355;14.89009;43.908962;91;0.1798974987402273;3;1350
3.6673248;0.7000008;0.72509134;6.865299;19.421415;19.348696;72.84869;40.0;39.49391472232355;25.186668;99.81363;91;0.1798974987402273;3;1350
2.4170108;0.8311789;0.7241732;1.8629711;4.1192403;14.151798;86.15325;40.0;39.49391472232355;66.68887;54.682987;91;0.1798974987402273;3;1350
0.9741045;0.17086591;0.7568629;9.887173;8.696891;3.1059947;85.25081;40.0;39.49391472232355;18.133553;89.40064;91;0.1798974987402273;3;1350
2.605015;0.5019807;0.59774214;2.0322163;7.378025;7.7860436;48.36211;40.0;39.49391472232355;58.281895;28.41515;91;0.1798974987402273;3;1350
0.9310981;0.67045355;0.29904857;4.0303593;15.346423;4.2794533;44.576927;40.0;39.49391472232355;65.16361;60.05989;91;0.1798974987402273;3;1350
3.542338;0.112356;0.96411467;1.879175;15.203857;5.4533367;15.780034;40.0;39.49391472232355;71.89783;38.961586;91;0.1798974987402273;3;1350
2.34155;0.15845738;0.21316443;4.4564505;10.244332;18.850079;4.8850904;40.0;39.49391472232355;21.282017;94.10515;91;0.1798974987402273;3;1350
2.0289018;0.63764274;0.21326552;4.0278506;1.306812;3.5983062;93.220535;40.0;39.49391472232355;51.373528;59.606247;91;0.1798974987402273;3;1350
1.647258;0.8700187;0.9507266;6.811308;4.3289084;17.716423;72.79776;40.0;39.49391472232355;51.705696;68.85514;91;0.1798974987402273;3;1350
3.2253563;0.66381204;0.5955063;8.733398;1.9550477;16.994865;58.101387;40.0;39.49391472232355;85.17543;16.841871;91;0.1798974987402273;3;1350
1.9367006;0.045842767;0.8540431;8.291954;17.093277;15.129697;58.75731;40.0;39.49391472232355;52.184532;53.891846;91;0.1798974987402273;3;1350
0.6207196;0.9707286;0.50857174;7.5959287;6.5056596;10.437718;3.3113372;40.0;39.49391472232355;46.611618;62.152576;91;0.1798974987402273;3;1350
0.76642835;0.14811184;0.5447545;9.9803705;3.24053;5.9089856;45.9214;40.0;39.49391472232355;21.11144;36.13626;91;0.1798974987402273;3;1350
4.8171086;0.24023661;0.7643004;1.39243;7.7292747;16.788618;92.21114;40.0;39.49391472232355;72.50179;76.219;91;0.1798974987402273;3;1350
4.5611873;0.9752176;0.60708153;8.105943;2.468497;16.847424;46.741688;40.0;52.60770925374899;65.78105;51.9922;91;0.1134542731143384;3;1350
3.5585942;0.77332264;0.920494;2.1727877;19.598286;10.981004;58.50047;40.0;52.60770925374899;74.52549;60.517937;91;0.1134542731143384;3;1350
1.4761758;0.9372109;0.7531943;6.472968;6.9851503;1.9046544;38.333015;40.0;52.60770925374899;69.06549;42.48373;91;0.1134542731143384;3;1350
4.8520465;0.8085535;0.62181437;8.300475;18.728268;4.6662626;11.398412;40.0;52.60770925374899;88.77554;70.885475;91;0.1134542731143384;3;1350
3.9380043;0.6552171;0.863788;6.9525313;13.971845;2.0655856;33.033306;40.0;52.60770925374899;88.96115;19.285435;91;0.1134542731143384;3;1350
3.641073;0.29170746;0.6359188;2.0309927;11.756033;4.4169226;9.423822;40.0;52.60770925374899;37.691494;55.56047;91;0.1134542731143384;3;1350
2.3569353;0.33361262;0.43969697;2.6546938;10.034443;10.660005;58.279373;40.0;52.60770925374899;26.417086;90.607635;91;0.1134542731143384;3;1350
1.5067595;0.9477984;0.29630598;8.983027;14.060222;17.229296;98.19366;40.0;52.60770925374899;93.38297;31.166548;91;0.1134542731143384;3;1350
0.66267663;0.86201936;0.48044047;9.196211;14.039231;13.4115;36.907173;40.0;52.60770925374899;74.17359;88.160324;91;0.1134542731143384;3;1350
4.5324917;0.36589554;0.7076496;7.7180862;1.1999002;12.417156;85.9855;40.0;52.60770925374899;97.38796;89.65465;91;0.1134542731143384;3;1350
2.3877263;0.37953475;0.9853499;3.6422162;18.24789;15.211118;5.235306;40.0;52.60770925374899;54.726013;30.738861;91;0.1134542731143384;3;1350
1.1713442;0.30471745;0.79643166;3.2541804;7.991305;13.158318;50.996834;40.0;52.60770925374899;96.601906;17.265215;91;0.1134542731143384;3;1350
1.6685917;0.33286884;0.69517237;1.6487434;7.712189;9.425118;65.79235;40.0;52.60770925374899;21.044691;78.79765;91;0.1134542731143384;3;1350
2.980254;0.8620608;0.3619096;5.2109003;8.725221;16.491905;32.603474;40.0;52.60770925374899;63.13281;96.272385;91;0.1134542731143384;3;1350
1.0485094;0.020401789;0.76559985;4.5515523;14.020373;6.893505;10.736373;40.0;52.60770925374899;54.706177;33.0145;91;0.1134542731143384;3;1350
4.3117485;0.44169208;0.6183649;3.2056115;8.144337;18.634184;22.57214;40.0;52.60770925374899;10.238043;92.17036;91;0.1134542731143384;3;1350
3.8408937;0.9434113;0.79117405;6.851919;8.10279;3.207621;7.930965;40.0;52.60770925374899;27.360884;28.735067;91;0.1134542731143384;3;1350
3.653422;0.54721;0.49238437;2.8637357;2.2058327;13.115918;88.93375;40.0;52.60770925374899;23.812494;42.337418;91;0.1134542731143384;3;1350
2.2740467;0.45594132;0.5825044;1.8001895;8.916192;10.50981;1.4536221;40.0;52.60770925374899;15.472836;89.73154;91;0.1134542731143384;3;1350
3.2110825;0.3192461;0.6208212;4.890988;3.840091;9.089472;7.867835;40.0;52.60770925374899;95.33342;37.36544;91;0.1134542731143384;3;1350
3.0036702;0.083173506;0.48967782;7.543552;17.256195;9.164611;79.773285;40.0;52.60770925374899;96.88305;78.01261;91;0.1134542731143384;3;1350
3.3192637;0.23224162;0.6629729;2.6555393;7.3557105;1.801943;30.673275;40.0;52.60770925374899;90.2575;23.22715;91;0.1134542731143384;3;1350
0.60533273;0.09955382;0.42109594;6.290574;19.256481;15.278762;37.111225;40.0;52.60770925374899;98.999275;44.088963;91;0.1134542731143384;3;1350
2.1958756;0.13543244;0.261074;1.7867298;14.006032;7.6945944;31.362015;40.0;52.60770925374899;84.75978;94.66638;91;0.1134542731143384;3;1350
0.39974803;0.17188138;0.34270504;3.4181035;15.366879;10.05609;89.17997;40.0;52.60770925374899;93.89629;30.365414;91;0.1134542731143384;3;1350
2.571156;0.30900913;0.5953347;8.514287;19.007273;17.104288;92.94515;40.0;52.60770925374899;27.786802;73.15315;91;0.1134542731143384;3;1350
1.7833338;0.020906514;0.25369185;2.321535;5.5397606;11.965061;92.95256;40.0;52.60770925374899;33.11955;92.75984;91;0.1134542731143384;3;1350
0.8937161;0.95064247;0.509341;6.995658;11.778528;17.177296;31.426989;40.0;52.60770925374899;87.585945;80.64593;91;0.1134542731143384;3;1350
0.69633424;0.1325809;0.7405513;1.1285312;1.7737902;3.6045084;20.837515;40.0;52.60770925374899;53.151737;95.319016;91;0.1134542731143384;3;1350
3.020694;0.3893174;0.60970604;5.940715;2.9144151;6.3545337;82.97163;40.0;52.60770925374899;74.52752;94.937355;91;0.1134542731143384;3;1350
1.0188463;0.8807323;0.64285636;3.1817653;7.9651513;5.3307157;85.04752;40.0;52.60770925374899;60.57182;20.227266;91;0.1134542731143384;3;1350
4.6405764;0.11550229;0.77955306;3.0024476;13.967535;17.840351;36.073273;40.0;52.60770925374899;37.50749;64.14964;91;0.1134542731143384;3;1350
2.9890935;0.48876822;0.29671887;5.538426;16.80218;15.8495865;58.222553;40.0;52.60770925374899;35.635136;48.42055;91;0.1134542731143384;3;1350
1.8649751;0.84633577;0.41104725;9.889352;5.87168;16.847916;39.68204;40.0;52.60770925374899;77.33617;71.44644;91;0.1134542731143384;3;1350
3.0363944;0.561393;0.5380207;3.1088865;15.232467;11.804988;2.482968;40.0;52.60770925374899;57.88856;76.82942;91;0.1134542731143384;3;1350
0.30945858;0.21824016;0.41451344;5.966072;5.261532;5.194229;41.65692;40.0;52.60770925374899;42.34471;32.07137;91;0.1134542731143384;3;1350
4.801084;0.7381544;0.5510409;4.4119945;1.1150565;8.16297;89.5991;40.0;52.60770925374899;65.53357;81.988106;91;0.1134542731143384;3;1350
2.5150566;0.68452764;0.9149198;7.2538424;2.0338476;11.455716;85.93558;40.0;52.60770925374899;47.794384;46.828243;91;0.1134542731143384;3;1350
3.957129;0.36856404;0.29155684;9.366617;12.125614;1.360593;11.274441;40.0;52.60770925374899;52.756737;69.10646;91;0.1134542731143384;3;1350
0.597104;0.05583221;0.43568808;4.8008027;10.445804;13.153203;31.388851;40.0;52.60770925374899;71.01187;48.493565;91;0.1134542731143384;3;1350
2.53596;0.017786043;0.8938366;9.178008;6.138079;17.242521;8.311934;40.0;52.60770925374899;51.21687;41.150433;91;0.1134542731143384;3;1350
2.5553935;0.82713896;0.65199685;9.251921;1.1244093;7.1870713;30.50551;40.0;52.60770925374899;95.49465;72.45072;91;0.1134542731143384;3;1350
4.701567;0.32834178;0.97599196;8.843203;11.792196;13.916001;30.470463;40.0;52.60770925374899;53.667336;58.77163;91;0.1134542731143384;3;1350
2.9442947;0.1463922;0.33797175;3.2314649;16.534527;10.187702;6.2649565;40.0;52.60770925374899;96.56406;86.76316;91;0.1134542731143384;3;1350
2.4727492;0.52336574;0.8045782;7.3132772;2.3023527;1.0755724;89.62928;40.0;52.60770925374899;86.29193;80.74079;91;0.1134542731143384;3;1350
1.4814832;0.92162496;0.87127244;4.0454483;14.993014;6.3958516;84.147835;40.0;52.60770925374899;90.183464;88.14997;91;0.1134542731143384;3;1350
1.7915312;0.018396055;0.9668273;2.703956;13.05631;11.029345;92.91789;40.0;52.60770925374899;78.69478;78.919464;91;0.1134542731143384;3;1350
2.6992276;0.065582104;0.3262302;5.152821;10.10774;14.773261;74.69152;40.0;52.60770925374899;64.40731;92.51571;91;0.1134542731143384;3;1350
2.306775;0.42287448;0.62860084;5.331835;1.9184858;8.638641;76.2449;40.0;52.60770925374899;57.94009;24.100016;91;0.1134542731143384;3;1350
0.303738;0.67920625;0.52241975;6.817468;18.547857;4.5386624;78.93696;40.0;52.60770925374899;59.64896;67.64334;91;0.1134542731143384;3;1350
4.166201;0.48133945;0.6847752;3.8903809;10.071379;2.1599448;67.84941;40.0;52.60770925374899;28.130926;17.416794;91;0.1134542731143384;3;1350
4.5015717;0.898573;0.26359266;1.7211276;8.592532;14.57915;18.420315;40.0;52.60770925374899;29.295538;54.968258;91;0.1134542731143384;3;1350
0.87319565;0.05364371;0.57904565;3.606593;17.368032;7.9357853;18.595858;40.0;52.60770925374899;13.074565;87.52109;91;0.1134542731143384;3;1350
2.8593736;0.34673947;0.2231823;8.366874;17.065987;13.29498;50.535606;40.0;52.60770925374899;77.100426;75.30378;91;0.1134542731143384;3;1350
0.7211636;0.3578344;0.44757867;8.772821;14.817958;5.213285;69.36953;40.0;52.60770925374899;21.237715;62.463577;91;0.1134542731143384;3;1350
3.4267523;0.34672594;0.8571971;1.6264489;16.75784;15.3390255;3.942079;40.0;52.60770925374899;62.39342;72.45873;91;0.1134542731143384;3;1350
1.5499221;0.49280906;0.57367957;2.828033;3.362241;7.5433373;55.093914;40.0;52.60770925374899;22.413078;25.596016;91;0.1134542731143384;3;1350
3.3652287;0.79267126;0.88105065;1.5400311;15.457396;1.9950049;88.82622;40.0;52.60770925374899;15.989205;93.77221;91;0.1134542731143384;3;1350
3.6895742;0.32470378;0.24652386;5.49828;7.2326474;10.694436;13.475861;40.0;52.60770925374899;58.023495;29.122505;91;0.1134542731143384;3;1350
3.889508;0.74703836;0.76002765;2.5578175;17.4824;14.897487;31.981518;40.0;52.60770925374899;88.57863;25.027405;91;0.1134542731143384;3;1350
0.7171565;0.15500082;0.24796996;8.004261;8.034398;18.717445;98.688255;40.0;52.60770925374899;42.041298;22.60029;91;0.1134542731143384;3;1350
4.596857;0.5651176;0.32430354;8.39732;2.031775;19.446299;33.55837;40.0;52.60770925374899;92.73048;94.259674;91;0.1134542731143384;3;1350
1.3050271;0.38133714;0.84288657;5.4778314;8.873224;9.671972;3.8460288;40.0;52.60770925374899;10.927643;51.477108;91;0.1134542731143384;3;1350
0.37958026;0.5438187;0.21576233;5.1884203;15.378763;12.625594;68.680374;40.0;52.60770925374899;51.91651;57.97587;91;0.1134542731143384;3;1350
2.8632917;0.116672255;0.50445724;5.8271456;10.517709;11.587197;98.28107;40.0;52.60770925374899;23.2088;44.11225;91;0.1134542731143384;3;1350
1.9804269;0.95392823;0.9490398;3.1590114;15.509045;11.13729;23.83532;40.0;52.60770925374899;38.420242;12.45508;91;0.1134542731143384;3;1350
4.1829906;0.907152;0.324168;7.2344065;1.6702011;3.1762433;22.390678;40.0;52.60770925374899;12.135856;15.999631;91;0.1134542731143384;3;1350
4.079607;0.82813233;0.95828444;7.087145;4.36612;13.746436;43.756374;40.0;52.60770925374899;13.181273;11.418376;91;0.1134542731143384;3;1350
1.7222667;0.893855;0.35656703;2.286053;11.70855;19.340136;54.05483;40.0;52.60770925374899;74.15323;58.509663;91;0.1134542731143384;3;1350
4.773917;0.15522099;0.41595885;3.763704;8.320961;3.4092548;81.6544;40.0;52.60770925374899;68.90861;27.413527;91;0.1134542731143384;3;1350
1.5964056;0.5086846;0.71048045;5.2964053;13.923339;6.9252357;99.35519;40.0;52.60770925374899;28.75019;46.19089;91;0.1134542731143384;3;1350
2.672274;0.32473007;0.20522204;9.203125;19.28853;2.4639485;81.48937;40.0;52.60770925374899;91.10341;51.429222;91;0.1134542731143384;3;1350
1.4286324;0.8885121;0.76725525;2.4644096;13.537377;8.652875;29.799871;40.0;52.60770925374899;71.91792;57.932034;91;0.1134542731143384;3;1350
4.693009;0.19754331;0.9228229;1.6535586;8.929895;10.151771;78.83082;40.0;52.60770925374899;40.25558;90.35252;91;0.1134542731143384;3;1350
0.99011755;0.2277459;0.48466244;2.1978881;11.304916;7.802344;63.45623;40.0;52.60770925374899;46.688786;13.8910675;91;0.1134542731143384;3;1350
0.41557097;0.6898473;0.68429166;3.109957;18.343702;10.05506;49.60419;40.0;52.60770925374899;36.33002;54.48061;91;0.1134542731143384;3;1350
2.288466;0.09801066;0.4858359;6.4929543;13.786796;16.25637;63.831947;40.0;52.60770925374899;84.75384;21.867775;91;0.1134542731143384;3;1350
4.9634027;0.7350435;0.7535294;1.276264;16.26041;5.0645485;44.536697;40.0;52.60770925374899;54.456394;93.38667;91;0.1134542731143384;3;1350
4.480051;0.27544603;0.6215345;1.3033136;6.72885;15.401463;63.5888;40.0;52.60770925374899;22.177683;92.571106;91;0.1134542731143384;3;1350
